age,education_level,gender,race,number_of_children,number_of_household_members,in_poverty_SPM,in_poverty_OPM,material_hardship,health_problem,in_poverty_SPM_y1,in_poverty_OPM_y1,material_hardship_y1,health_problem_y1,in_poverty_SPM_y2,in_poverty_OPM_y2,material_hardship_y2,health_problem_y2,SPM_household_resources,OPM_household_resources,SPM_household_resources_y1,OPM_household_resources_y1,SPM_household_resources_y2,OPM_household_resources_y2,SPM_income_to_needs,SPM_income_to_needs_y1,SPM_income_to_needs_y2,OPM_income_to_needs,OPM_income_to_needs_y1,OPM_income_to_needs_y2,faca,fach,facp
55,4. Bachelor's degree or more,1. Female,3. Asian Non-Hispanic,0,3,0. No,0,1. Yes,1. Yes,0,0,1. Yes,1,,,,,39099,39024,113068,130203,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,25859,8620,25860
60,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,43577,37000,41759,37000,40431,37000,4. 300%+,3,3,4. 300%+,4. 300%+,4. 300%+,8353,8353,8353
44,1. Less than HS,1. Female,5. Hispanic,0,2,0. No,1,0. No,1. Yes,,,,,,,,,21229,9529,,,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,9802,4901,9802
63,3. Some college or associat's degree,0. Male,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,124783,185283,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,17030,8515,17030
40,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,1,4,0. No,0,0. No,0. No,,,,,,,,,95095,224551,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,18584,6195,24780
63,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,63389,102000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,12199,6100,12200
24,3. Some college or associat's degree,1. Female,5. Hispanic,1,2,0. No,0,1. Yes,0. No,0,0,0. No,0,0,0,0. No,0,41304,31000,60464,60000,32998,36000,2. 100%-200%,3,2,2. 100%-200%,4. 300%+,3. 200%-300%,4211,4211,8422
50,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,37547,40000,43046,50734,87862,90000,3. 200%-300%,3,4,4. 300%+,4. 300%+,4. 300%+,2503,2503,2503
55,4. Bachelor's degree or more,0. Male,4. Other / MultiRacial,0,2,0. No,0,1. Yes,1. Yes,0,0,0. No,0,0,0,0. No,1,81100,115476,121377,169457,83306,109093,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,6811,3406,6812
62,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,52198,70000,55321,75000,54570,75000,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,5545,5545,5545
18,3. Some college or associat's degree,1. Female,5. Hispanic,0,4,0. No,0,1. Yes,1. Yes,1,1,0. No,0,,,,,113591,120793,29183,29950,,,3. 200%-300%,1,4,4. 300%+,1. Less than 100%,4. 300%+,18682,4670,18680
27,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,2,1. Yes,1,1. Yes,0. No,0,0,1. Yes,0,,,,,3765,5000,119146,130569,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,1078,539,1078
33,2. HS graduate or GED,0. Male,1. White Non-Hispanic,5,7,0. No,0,0. No,0. No,,,,,,,,,78938,98123,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,11350,5675,39725
37,1. Less than HS,0. Male,1. White Non-Hispanic,7,9,0. No,0,0. No,0. No,0,0,1. Yes,0,0,1,0. No,0,71319,62000,68336,50600,57668,40704,2. 100%-200%,2,2,2. 100%-200%,2. 100%-200%,1. Less than 100%,34681,17340,156060
55,4. Bachelor's degree or more,0. Male,3. Asian Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,63817,100000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,31636,15818,31636
55.32074201,3. Some college or associat's degree,1. Female,4. Other / MultiRacial,0,1,0. No,0,0. No,0. No,1,1,0. No,0,0,0,0. No,0,65590,95890,0,85,59138,88000,4. 300%+,1,4,4. 300%+,1. Less than 100%,4. 300%+,2538,2538,2538
73,1. Less than HS,0. Male,2. Black Non-Hispanic,0,1,1. Yes,0,1. Yes,0. No,1,1,1. Yes,1,0,0,1. Yes,0,12250,13200,11128,0,20053,12000,1. Less than 100%,1,2,2. 100%-200%,1. Less than 100%,2. 100%-200%,7634,7634,7634
62,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,1. Yes,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,13210,18400,96991,105600,139477,189376,1. Less than 100%,4,4,2. 100%-200%,4. 300%+,4. 300%+,14291,7146,14292
46,1. Less than HS,0. Male,5. Hispanic,0,1,0. No,1,1. Yes,1. Yes,0,1,1. Yes,1,0,1,1. Yes,1,14986,10000,19908,2964,24328,2964,2. 100%-200%,2,2,1. Less than 100%,1. Less than 100%,1. Less than 100%,1089,1089,1089
46,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,2,0. No,1,1. Yes,1. Yes,0,1,1. Yes,1,1,1,1. Yes,1,24528,10174,26679,15558,6933,6140,2. 100%-200%,2,1,1. Less than 100%,1. Less than 100%,1. Less than 100%,6447,3224,6448
41,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,1. Yes,1,1. Yes,0. No,,,,,,,,,0,1344,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,1396,1396,1396
68,2. HS graduate or GED,1. Female,1. White Non-Hispanic,0,1,0. No,1,1. Yes,1. Yes,0,1,1. Yes,1,0,1,1. Yes,0,19494,9000,22434,9000,20984,8400,2. 100%-200%,2,2,1. Less than 100%,1. Less than 100%,1. Less than 100%,1399,1399,1399
62,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,1,4,0. No,0,0. No,0. No,1,1,0. No,0,0,0,0. No,0,83849,82000,0,0,42289,52034,3. 200%-300%,1,2,4. 300%+,1. Less than 100%,3. 200%-300%,2508,836,3344
57,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,1,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,107138,175000,107226,175000,207541,285441,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,11549,5774,17322
25,2. HS graduate or GED,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,1. Yes,,,,,,,,,370185,440000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,2611,1306,2612
40,4. Bachelor's degree or more,0. Male,5. Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,97819,142307,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,6886,3443,6886
55,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,1. Yes,0. No,1,1,1. Yes,1,0,0,1. Yes,0,38638,48400,9844,11587,40843,58400,3. 200%-300%,1,3,4. 300%+,1. Less than 100%,4. 300%+,10024,10024,10024
24,4. Bachelor's degree or more,1. Female,4. Other / MultiRacial,2,5,0. No,0,0. No,1. Yes,,,,,,,,,206858,214198,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,5228,1743,8715
62,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,79666,118652,69966,115329,42118,58170,4. 300%+,4,3,4. 300%+,4. 300%+,4. 300%+,5545,5545,5545
49,3. Some college or associat's degree,1. Female,5. Hispanic,1,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,96267,100237,35588,42266,174523,222867,4. 300%+,2,4,4. 300%+,3. 200%-300%,4. 300%+,10899,5450,16350
40.96159274,1. Less than HS,1. Female,5. Hispanic,2,4,1. Yes,1,1. Yes,0. No,,,,,1,1,1. Yes,0,20836,11089,,,2122,100,1. Less than 100%,4,1,1. Less than 100%,4. 300%+,1. Less than 100%,4256,2128,8512
73,2. HS graduate or GED,1. Female,5. Hispanic,2,4,0. No,0,0. No,0. No,,,,,,,,,138314,133333,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3812,1906,7624
55,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,107598,154145,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,15089,7544,15088
60,3. Some college or associat's degree,0. Male,1. White Non-Hispanic,0,2,0. No,0,1. Yes,0. No,,,,,,,,,83511,116892,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,21498,10749,21498
36,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,1,1. Yes,1,0. No,0. No,,,,,,,,,1000,1200,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,4572,4572,4572
67,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,2,0. No,0,1. Yes,1. Yes,,,,,,,,,89725,91462,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,11914,5957,11914
90,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,2,0. No,0,1. Yes,1. Yes,,,,,,,,,250095,245565,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,4515,2258,4516
33,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,73980,110000,147150,204000,133078,200569,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,18876,9438,18876
66,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,1,0,0,0. No,1,41429,41647,86310,93871,216761,216941,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,3272,1636,3272
22,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,4,0. No,0,1. Yes,0. No,0,0,1. Yes,1,1,0,1. Yes,0,58741,78320,61033,64774,38829,43823,2. 100%-200%,2,1,4. 300%+,3. 200%-300%,2. 100%-200%,37212,9303,37212
71,1. Less than HS,1. Female,4. Other / MultiRacial,0,3,1. Yes,0,0. No,1. Yes,0,0,,1,,,,,21708,19000,56806,41700,,,1. Less than 100%,2,4,2. 100%-200%,3. 200%-300%,4. 300%+,12239,4080,12240
57,2. HS graduate or GED,0. Male,3. Asian Non-Hispanic,1,4,1. Yes,1,1. Yes,1. Yes,,,,,,,,,20405,19400,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,7854,2618,10472
50,4. Bachelor's degree or more,0. Male,2. Black Non-Hispanic,3,4,1. Yes,1,1. Yes,1. Yes,,,,,,,,,12112,5896,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,3222,3222,12888
30,2. HS graduate or GED,1. Female,5. Hispanic,1,3,0. No,0,0. No,0. No,,,,,,,,,59104,67402,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,3712,1856,5568
52,3. Some college or associat's degree,1. Female,5. Hispanic,0,1,0. No,0,0. No,0. No,0,0,1. Yes,0,0,0,0. No,0,42148,60000,41242,62000,41621,64000,3. 200%-300%,3,3,4. 300%+,4. 300%+,4. 300%+,6715,6715,6715
63,1. Less than HS,1. Female,5. Hispanic,0,1,0. No,1,1. Yes,1. Yes,,,,,,,,,16139,8000,,,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,3644,3644,3644
24,4. Bachelor's degree or more,1. Female,5. Hispanic,0,6,1. Yes,1,1. Yes,0. No,,,,,,,,,24276,32098,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,1810,302,1812
67,2. HS graduate or GED,1. Female,4. Other / MultiRacial,0,1,0. No,0,1. Yes,0. No,,,,,,,,,144000,144000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3599,3599,3599
71,2. HS graduate or GED,0. Male,4. Other / MultiRacial,0,1,0. No,0,1. Yes,0. No,1,1,0. No,0,1,1,0. No,0,19941,11388,10369,10296,10458,10488,2. 100%-200%,1,1,2. 100%-200%,1. Less than 100%,1. Less than 100%,5959,5959,5959
62,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,1. Yes,0,0,0,1. Yes,0,21738,30000,33930,54010,19118,28164,2. 100%-200%,3,2,3. 200%-300%,4. 300%+,3. 200%-300%,3844,3844,3844
63,2. HS graduate or GED,1. Female,5. Hispanic,0,3,0. No,0,0. No,1. Yes,0,0,0. No,1,0,0,0. No,1,52026,52826,49500,49500,35300,36000,2. 100%-200%,2,3,3. 200%-300%,4. 300%+,3. 200%-300%,8506,2835,8505
36,2. HS graduate or GED,0. Male,5. Hispanic,0,1,1. Yes,1,1. Yes,1. Yes,0,1,1. Yes,1,0,1,1. Yes,1,11272,948,18833,0,29953,10708,1. Less than 100%,2,3,1. Less than 100%,1. Less than 100%,1. Less than 100%,0,0,0
79,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,128174,129138,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3712,3712,3712
51,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,1,2,0. No,0,1. Yes,0. No,0,0,0. No,0,0,0,1. Yes,0,38522,40000,31872,40000,39338,48000,2. 100%-200%,2,2,3. 200%-300%,3. 200%-300%,3. 200%-300%,1912,1912,3824
54,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,1. Yes,0. No,0,0,0. No,0,0,0,0. No,0,115780,142000,87750,137000,79756,122714,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,7216,3608,7216
60,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,1,3,0. No,0,0. No,0. No,,,,,,,,,95587,138682,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,7307,3654,10962
28,1. Less than HS,1. Female,5. Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,22945,30162,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,37212,37212,37212
37,4. Bachelor's degree or more,1. Female,5. Hispanic,2,4,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,213764,340000,223808,401946,165925,252522,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,1059,530,2120
61,1. Less than HS,0. Male,4. Other / MultiRacial,0,1,0. No,0,1. Yes,0. No,,,,,1,1,,1,31949,41060,,,106,3000,3. 200%-300%,4,1,4. 300%+,4. 300%+,1. Less than 100%,8347,8347,8347
19,2. HS graduate or GED,0. Male,3. Asian Non-Hispanic,0,3,0. No,0,1. Yes,0. No,1,1,1. Yes,0,0,0,1. Yes,0,90155,90826,0,18000,63563,66817,4. 300%+,1,3,4. 300%+,1. Less than 100%,4. 300%+,23225,7742,23226
61,2. HS graduate or GED,1. Female,1. White Non-Hispanic,0,1,0. No,1,1. Yes,1. Yes,1,1,1. Yes,1,,,,,19981,10248,12626,10311,,,2. 100%-200%,1,4,1. Less than 100%,1. Less than 100%,4. 300%+,4390,4390,4390
20,3. Some college or associat's degree,1. Female,5. Hispanic,0,3,0. No,0,0. No,0. No,,,,,,,,,31391,31050,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,2893,964,2892
30,1. Less than HS,1. Female,2. Black Non-Hispanic,1,2,0. No,1,0. No,0. No,0,0,0. No,0,0,0,0. No,0,24952,15000,27554,30180,33032,45000,2. 100%-200%,2,3,1. Less than 100%,2. 100%-200%,4. 300%+,2853,2853,5706
40,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,2,3,0. No,0,1. Yes,0. No,0,0,0. No,0,0,0,1. Yes,0,43856,50000,29730,30000,224070,336767,2. 100%-200%,2,4,3. 200%-300%,2. 100%-200%,4. 300%+,1403,1403,4209
58,1. Less than HS,1. Female,5. Hispanic,0,2,1. Yes,1,1. Yes,1. Yes,0,1,1. Yes,1,0,1,1. Yes,1,11019,9600,23746,8796,29921,14659,1. Less than 100%,2,2,1. Less than 100%,1. Less than 100%,1. Less than 100%,9802,4901,9802
34,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,2,1. Yes,1,0. No,0. No,,,,,,,,,13117,3000,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,834,417,834
52,1. Less than HS,0. Male,4. Other / MultiRacial,0,2,1. Yes,1,1. Yes,0. No,,,,,,,,,5707,6000,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,1824,912,1824
36,2. HS graduate or GED,1. Female,5. Hispanic,2,3,0. No,1,1. Yes,0. No,,,,,,,,,35625,15484,,,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,567,567,1701
54,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,84688,121000,160787,192000,154412,185000,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,6381,3190,6380
52,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,58637,100000,36514,50000,50581,80000,4. 300%+,3,4,4. 300%+,4. 300%+,4. 300%+,7103,7103,7103
35,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,2,5,1. Yes,1,0. No,0. No,1,1,0. No,0,0,0,0. No,0,20679,15615,30843,18606,40750,54424,1. Less than 100%,1,2,1. Less than 100%,1. Less than 100%,3. 200%-300%,9483,3161,15805
33,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,1,2,1. Yes,1,1. Yes,1. Yes,0,0,1. Yes,1,0,0,0. No,0,10659,2800,45628,62000,95925,106000,1. Less than 100%,3,4,1. Less than 100%,4. 300%+,4. 300%+,6364,6364,12728
23,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,1,0. No,0. No,,,,,,,,,16917,9000,,,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,801,801,801
56.39610271,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,130987,194195,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,7683,3842,7684
63,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,70490,97863,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3145,3145,3145
59,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,89122,105000,48873,76061,88130,98000,4. 300%+,3,4,4. 300%+,4. 300%+,4. 300%+,9193,4596,9192
42,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,129389,194600,128470,183000,85887,119076,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,2663,1332,5328
60,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,,,,,,,,,33735,240000,,,,,2. 100%-200%,4,4,4. 300%+,4. 300%+,4. 300%+,1867,934,3736
77,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,1,4,1. Yes,1,0. No,0. No,,,,,,,,,9890,12536,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,16294,5431,21724
22,4. Bachelor's degree or more,1. Female,3. Asian Non-Hispanic,0,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,98065,102000,98165,105000,81665,83885,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,8504,2835,8505
42,2. HS graduate or GED,0. Male,1. White Non-Hispanic,3,5,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,57958,72000,55058,72000,119649,150000,2. 100%-200%,2,4,3. 200%-300%,3. 200%-300%,4. 300%+,2290,1145,5725
47,3. Some college or associat's degree,0. Male,4. Other / MultiRacial,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,105533,126644,100902,134060,131056,143318,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,668,668,668
75,4. Bachelor's degree or more,1. Female,4. Other / MultiRacial,2,4,0. No,0,0. No,0. No,1,1,0. No,0,0,0,0. No,0,219173,234543,12260,12260,191128,191128,4. 300%+,1,4,4. 300%+,1. Less than 100%,4. 300%+,2079,1040,4160
51,1. Less than HS,0. Male,1. White Non-Hispanic,0,1,1. Yes,1,0. No,1. Yes,,,,,,,,,5565,7763,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,16646,16646,16646
75,1. Less than HS,1. Female,2. Black Non-Hispanic,0,1,1. Yes,1,1. Yes,1. Yes,,,,,,,,,10268,8964,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,6955,6955,6955
31,4. Bachelor's degree or more,1. Female,5. Hispanic,0,3,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,0. No,0,49773,34000,53358,53358,55109,56365,2. 100%-200%,2,2,2. 100%-200%,3. 200%-300%,4. 300%+,1117,372,1116
66,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,4,7,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,48900,50000,105223,100164,91723,90585,2. 100%-200%,3,3,2. 100%-200%,4. 300%+,3. 200%-300%,3252,1084,7588
44,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,0,0,0. No,0,,,,,49901,65000,111789,125853,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,4024,2012,8048
20,4. Bachelor's degree or more,0. Male,5. Hispanic,0,3,0. No,0,0. No,0. No,0,0,0. No,0,0,1,0. No,0,191503,225000,32596,39598,15195,8675,4. 300%+,2,2,4. 300%+,3. 200%-300%,1. Less than 100%,31353,10451,31353
21,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,1,0. No,0,1. Yes,0. No,,,,,,,,,25341,28000,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,33520,33520,33520
77,2. HS graduate or GED,1. Female,5. Hispanic,0,1,0. No,1,1. Yes,1. Yes,0,0,,1,,,,,17867,9824,80686,75466,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,4861,4861,4861
23,3. Some college or associat's degree,0. Male,5. Hispanic,0,3,0. No,0,0. No,0. No,,,,,,,,,33838,25060,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,5437,1812,5436
86,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,46803,45000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,9855,9855,9855
45,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,222852,360000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,4625,2312,4624
48,1. Less than HS,1. Female,5. Hispanic,2,4,1. Yes,1,1. Yes,0. No,0,0,,0,,,,,21476,15980,40615,64707,,,1. Less than 100%,2,4,1. Less than 100%,4. 300%+,4. 300%+,5045,2522,10088
81,2. HS graduate or GED,0. Male,5. Hispanic,0,1,0. No,0,0. No,1. Yes,0,1,1. Yes,1,1,1,1. Yes,1,19770,11748,26256,9696,12134,9840,2. 100%-200%,2,1,2. 100%-200%,1. Less than 100%,1. Less than 100%,11489,11489,11489
30,3. Some college or associat's degree,0. Male,2. Black Non-Hispanic,1,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,83494,125000,133355,140000,142676,201804,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,12820,6410,19230
47,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,1,0,0. No,0,0,0,0. No,0,47003,62338,9131,32041,56981,75310,3. 200%-300%,1,3,4. 300%+,3. 200%-300%,4. 300%+,3348,1674,3348
29,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,3,4,1. Yes,1,0. No,0. No,,,,,,,,,28685,16400,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,1951,1951,7804
50,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,45509,57600,17345,20000,18986,23000,4. 300%+,2,2,4. 300%+,2. 100%-200%,2. 100%-200%,9281,9281,9281
48,2. HS graduate or GED,1. Female,1. White Non-Hispanic,2,6,1. Yes,1,1. Yes,1. Yes,,,,,,,,,44550,31647,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,7734,1934,11604
83,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,1. Yes,1. Yes,0,0,0. No,1,0,0,0. No,1,55208,58208,94641,125958,28000,28800,4. 300%+,4,2,4. 300%+,4. 300%+,3. 200%-300%,5969,2984,5968
63,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,25735,34266,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,5826,5826,5826
64,3. Some college or associat's degree,0. Male,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,52458,69000,39109,60000,123606,189790,4. 300%+,3,4,4. 300%+,4. 300%+,4. 300%+,21498,10749,21498
30,4. Bachelor's degree or more,1. Female,5. Hispanic,1,5,0. No,0,0. No,0. No,0,0,0. No,0,1,0,0. No,0,65460,112000,94824,224600,20560,45424,2. 100%-200%,3,1,4. 300%+,4. 300%+,3. 200%-300%,22321,5580,27900
51,3. Some college or associat's degree,0. Male,2. Black Non-Hispanic,0,1,1. Yes,1,0. No,1. Yes,,,,,,,,,5181,632,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,2372,2372,2372
52,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,0,0,,0,48838,70000,,,118228,169352,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3538,3538,3538
63,2. HS graduate or GED,1. Female,1. White Non-Hispanic,0,2,0. No,1,1. Yes,1. Yes,1,1,0. No,1,1,1,1. Yes,1,26849,14160,16320,14460,15380,13440,2. 100%-200%,1,1,1. Less than 100%,1. Less than 100%,1. Less than 100%,4670,2335,4670
65,1. Less than HS,1. Female,5. Hispanic,1,2,0. No,0,1. Yes,1. Yes,0,0,1. Yes,1,0,1,0. No,1,26184,21566,40076,18365,20374,8796,2. 100%-200%,2,2,2. 100%-200%,2. 100%-200%,1. Less than 100%,5743,5743,11486
51,3. Some college or associat's degree,0. Male,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,1. Yes,,,,,,,,,41145,33600,,,,,3. 200%-300%,4,4,3. 200%-300%,4. 300%+,4. 300%+,1547,1547,1547
49,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,167547,265000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,12199,6100,12200
