subject_id,q5a1,q5a2,q5a3_1,q5a3_2,q5a3_3,q5a3_4,q5a3_5,q5a3_6,q5a3_7,q5a3_8,q5a4_1,q5a4_2,q5a4_3,q5a4_4,q5a4_5,q5a4_6,q5a4_7,q5a4_8,q5a4_9,q5a4_10,q5a4_11,q5a5,q5a6,q5a7,q5a7x,q5a8,q5a9,q5a10,q5a11,q5a12,q5a14,q5b1,q5b2,q5b2x,q5b3,q5b3x,q5b4,q5b5,q5b5x,q5b6,q5b6x,q5c1,q5c1a,q5c1x,q5c2,q5c2a,q5c2x,q5c3,q5c3a,q5c3x,q5c4,q5c4a,q5c4x,q5c5,q5c5a,q5c5x,q5c6,q5c6a,q5c6x,q5c7,q5c7a,q5c7x,q5c8,q5c8a,q5c8x,q5c9,q5c9a,q5c9x,q5c10,q5c10a,q5c10x,q5c11,q5c11a,q5c11x,q5c12,q5c12a,q5c12x,q5c13,q5c13a,q5c13x,q5c14,q5c14a,q5c14x,q5c15,q5c15a,q5c15x,q5c16,q5c16a,q5c16x,q5c17,q5c17a,q5c17x,q5c18,q5c18a,q5c18x,q5c19,q5c19a,q5c19x,q5c20,q5c20a,q5c20x,q5c21,q5c21a,q5c21x,q5c22,q5c22a,q5c22x,q5c23,q5c23a,q5c23x,q5c24,q5c24a,q5c24x,q5c25_1,q5c25_1a,q5c25_1x,q5c25_2,q5c25_2a,q5c25_2x,q5c25_3,q5c25_3a,q5c25_3x,q5c25_4,q5c25_4a,q5c25_4x,q5c25_5,q5c25_5a,q5c25_5x
617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,,,3,0,0,0,3,2,1,,,1,2500,,,,,,1,,200,1,,100,1,,10,2,,100,2,,15,2,,50,2,,80,2,,150,2,,70,4,,,4,,,4,,,2,,10,4,,,2,,50,2,,2500,4,,,4,,,3,,1700,3,,5000,4,,,2,,224,4,,,2,,50,,,,,,,,,,,,,,,
619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,,,,,,,,,,,98,98,,4,,,4,,,4,,,4,,,2,,30,4,,,2,,91,2,,149,4,,,98,98,,4,,,2,,30,4,,,4,,,4,,,4,,,4,,,3,,100,4,,,4,,,4,,,4,,,4,,,,,,,,,,,,,,,,,
623,2,0,0,0,1,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,,,,,,,,,1,200,1,,120,2,,300,2,,300,4,,,1,,10,2,,70,2,,60,2,,120,2,,60,4,,,4,,,4,,,4,,,4,,,,,,,,,4,,,4,,,2,,200,4,,,4,,,2,,20,2,,35,2,,500,,,,,,,,,,,,,,,
624,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,,,,,,,,,,,4,,,1,,50,2,,30,2,,100,4,,,2,,70,4,,,2,,100,4,,,4,,,4,,,4,,,4,,,4,,,,,,,,,2,,51,4,,,2,,50,4,,,4,,,2,,112,2,,30,4,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,3,0,0,0,0,0,0,0,,,1,1,1,0,0,0,1,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,1,950,,,,,,2,,700,2,,200,4,,,3,,2500,4,,,3,,2000,2,,75,2,,135,2,,135,3,,700,2,,50,4,,,2,,50,4,,,,,,,,,3,,2700,4,,,3,,500,2,,50,4,,,2,,150,4,,,4,,,1,LOTTERY TICKETS,40,,,,,,,,,,,,
627,3,0,0,0,0,0,0,1,,,0,0,0,1,1,0,0,0,0,0,0,,0,,,1,0,2,0,1,4,,,,,,,,,,,2,,250,4,,,4,,,3,,300,2,,20,2,,20,2,,450,4,,,2,,120,2,,55,4,,,3,,400,2,,50,4,,,,,,,,,4,,,4,,,4,,,4,,,2,,60,4,,,4,,,4,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,,,3,0,0,0,1,4,,,,,,,,,1,2300,2,,600,1,,80,4,,,3,,300,1,,14,2,,75,2,,225,2,,260,2,,300,4,,,3,,600,3,,700,2,,70,4,,,4,,,4,,,4,,,4,,,3,,400,4,,,4,,,1,,25,1,,60,4,,,3,PET CARE,1200,3,MEDICATIONS,2000,,,,,,,,,
631,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,97,,,,,,,,,,,2,,200,1,,13,4,,,3,,500,1,,12,2,,50,97,97,,97,97,,97,97,,97,97,,97,97,,4,,,2,,25,4,,,,,,,,,97,97,,97,97,,4,,,3,,1000,4,,,2,,52,97,97,,4,,,,,,,,,,,,,,,,,
632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,5,,,,,,,,,,,2,,200,4,,,4,,,3,,200,2,,100,2,,10,2,,170,2,,20,2,,100,4,,,98,9,,4,,,2,,10,4,,,,,,,,,4,,,4,,,4,,,3,,1200,4,,,1,,10,4,,,4,,,3,PET CARE,100,,,,,,,,,,,,
637,3,0,0,0,0,0,0,0,,,0,1,1,0,0,0,1,1,0,0,0,,1,1,Medical follow shows that cancer has spread.,1,0,0,0,1,5,,,,,,,,,1,2000,1,,120,1,,60,4,,,4,,,1,,15,2,,50,2,,120,2,,100,2,,100,4,,,4,,,2,,30,2,,50,2,,100,,,,,,,4,,,4,,,2,,20,4,,,4,,,4,,,2,,40,2,,150,,,,,,,,,,,,,,,
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,2,0,0,0,2,2,1,,,1,1500,,,,,,2,,400,1,,100,4,,,2,,350,1,,150,1,,200,2,,350,2,,100,2,,150,2,,100,2,,300,2,,200,2,,100,4,,,4,,,2,,200,4,,,4,,,2,,100,2,,250,4,,,2,,100,4,,,2,,200,,,,,,,,,,,,,,,
642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,1,i got some side jobs that came in handy for me,2,1,0,1,1,4,,,,,,,,,,,1,,60,1,,60,1,,10,3,,300,4,,,2,,25,4,,,4,,,4,,,4,,,4,,,4,,,2,,10,4,,,,,,,,,4,,,4,,,4,,,4,,,1,,35,1,,3,4,,,4,,,,,,,,,,,,,,,,,
644,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,1,1,0,0,0,,0,,,3,0,0,0,3,3,,,,,,,,,1,1000,2,,25,4,,,4,,,4,,,4,,,2,,10,2,,100,2,,60,2,,75,4,,,4,,,4,,,3,,200,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,2,,60,3,,200,4,,,,,,,,,,,,,,,,,
645,2,0,1,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,,0,,,3,0,0,0,2,3,,1,,,,3,1,1000,97,,2,,170,2,,150,4,,,2,,40,2,,40,2,,30,2,,125,2,,40,2,,125,4,,,2,,25,4,,,2,,30,4,,,,,,,,,4,,,4,,,2,,100,3,,500,4,,,4,,,4,,,2,,150,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,3,0,0,0,0,0,1,1,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,,,,,,,,,,,2,,250,2,,200,3,,150,3,,6000,2,,50,3,,2500,2,,350,2,,125,2,,177,4,,,98,4,,3,,1500,2,,250,4,,,,,,,,,4,,,4,,,2,,200,3,,3500,4,,,3,,300,3,,300,2,,225,3,HOBBIES,6000,,,,,,,,,,,,
648,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,,2,0,0,0,2,3,,,,,,,,,,,2,,400,1,,70,1,,80,2,,100,2,,40,2,,100,2,,65,2,,250,2,,100,2,,150,3,,1500,4,,,2,,65,4,,,4,,,4,,,4,,,4,,,2,,150,3,,2000,4,,,1,,80,4,,,2,,180,,,,,,,,,,,,,,,
649,2,0,0,0,0,0,0,1,,,1,1,1,0,1,1,1,0,0,0,0,,1,1,eldest brother was taken into a nursing home,1,1,0,1,1,5,,,,,,,,,,,2,,300,2,,55,4,,,2,,550,2,,150,2,,100,2,,300,2,,250,2,,300,4,,,2,,325,2,,100,2,,50,4,,,,,,,,,4,,,4,,,2,,100,3,,700,2,,200,2,,125,4,,,4,,,2,MEDICATION,50,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,,,3,0,0,0,3,2,1,,,1,3000,,,,,,97,1,,97,1,,97,1,,97,2,,97,1,,97,1,,97,3,,97,3,,97,3,,97,5,,97,3,,97,2,,97,2,,97,9,,,,,,,,97,10,,4,,,97,1,,97,4,,4,,,97,2,,97,1,,97,4,,3,COSMETICS,200,,,,,,,,,,,,
652,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,,,,,,,,,1,1600,98,2,,98,2,,98,2,,98,5,,98,6,,98,5,,98,3,,98,3,,98,3,,98,3,,98,3,,98,7,,98,3,,98,1,,,,,,,,98,2,,98,9,,98,1,,98,6,,4,,,98,3,,98,1,,98,3,,,,,,,,,,,,,,,,
653,3,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,,0,,,3,0,0,0,2,2,,,,,,,,,1,4000,2,,200,2,,200,4,,,4,,,1,,10,2,,50,4,,,4,,,4,,,4,,,2,,1000,4,,,4,,,4,,,,,,,,,4,,,4,,,4,,,3,,800,4,,,1,,1,4,,,4,,,,,,,,,,,,,,,,,
654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,2,97,,,,,,,,,,,2,,350,4,,,4,,,3,,600,1,,20,2,,200,2,,90,2,,40,2,,140,4,,,3,,250,4,,,2,,60,4,,,4,,,1,,125,4,,,4,,,3,,250,4,,,4,,,1,,30,2,,50,4,,,2,RENT,1168,2,SEND MONEY TO DOMINICAN REPUBLIC,80,2,LOTTERY TICKET,50,,,,,,
656,3,0,0,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,,1,1,Started a new job,3,0,0,0,3,2,,,,,,,,,,,1,,100,1,,200,1,,15,3,,25000,2,,100,2,,40,2,,100,2,,200,2,,187,4,,,3,,2000,3,,1000,2,,100,3,,2000,,,,,,,4,,,4,,,2,,250,3,,10000,4,,,2,,75,2,,100,2,,500,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,3,0,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0,0,0,0,,0,,,2,0,0,0,3,3,,1,,,,1,,,1,1700,2,,100,2,,25,4,,,4,,,2,,35,2,,150,2,,250,2,,350,2,,600,4,,,4,,,4,,,2,,40,4,,,,,,,,,4,,,4,,,3,,80,4,,,4,,,2,,80,4,,,2,,200,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,3,0,0,0,1,1,1,0,,,0,1,0,1,0,0,1,0,0,0,0,,1,1,Left job,1,0,0,0,1,3,,,,,,,,,1,2200,2,,400,2,,100,4,,,3,,300,3,,200,3,,150,3,,7000,3,,3500,3,,3500,4,,,4,,,4,,,3,,200,4,,,,,,,,,4,,,4,,,3,,200,3,,2000,4,,,3,,100,4,,,4,,,,,,,,,,,,,,,,,
663,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,,,,,,,,,,,1,,100,2,,100,2,,100,2,,500,2,,80,2,,50,2,,400,2,,200,2,,25,3,,1200,4,,,4,,,2,,50,4,,,,,,,,,4,,,4,,,2,,800,4,,,2,,40,4,,,4,,,2,,30,2,CHURCH,160,,,,,,,,,,,,
664,3,0,0,0,0,0,0,1,,,0,1,0,1,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,1,,,,,,,,,98,,98,3,,98,1,,98,98,,98,4,,98,2,,98,4,,4,,,98,2,,98,3,,4,,,98,1,,98,1,,98,2,,98,9,,,,,,,,98,10,,98,9,,98,1,,98,4,,4,,,98,5,,98,3,,4,,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,3,0,0,1,0,1,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,97,1,0,2,97,,,,,,,,,,,2,,50,2,,30,1,,20,2,,200,2,,100,2,,100,4,,,2,,100,2,,146,4,,,2,,30,3,,500,2,,100,2,,500,,,,,,,4,,,4,,,2,,200,2,,300,4,,,2,,100,2,,50,4,,,2,LOTTERY TICKETS,50,2,GIFTS,50,2,PARTYING,50,,,,,,
669,3,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,,1,1,I was laid off with a good severance package and a day later I started a new job with the same salary,3,0,0,0,3,2,1,,,1,3500,,,,,,2,,500,2,,600,4,,,3,,30000,1,,50,2,,200,2,,100,2,,250,2,,50,4,,,3,,8000,3,,300,1,,80,4,,,,,,,,,4,,,4,,,2,,1300,3,,6000,4,,,2,,60,2,,200,4,,,2,PET CARE,400,2,MAINTENANCE FEE,1600,,,,,,,,,
670,1,1,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,97,97,97,97,97,97,,,,,,,,,,,1,,500,2,,400,4,,,2,,100,2,,200,2,,100,2,,200,2,,100,2,,50,3,,200,3,,100,3,,100,1,,400,4,,,4,,,3,,40000,4,,,4,,,2,,1000,3,,10000,4,,,2,,112,2,,200,4,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,,0,,,1,0,0,0,1,4,,,,,,,,,,,1,,50,4,,,4,,,3,,400,3,,40,3,,700,4,,,4,,,4,,,4,,,3,,60,4,,,1,,25,4,,,,,,,,,4,,,4,,,3,,250,3,,250,4,,,1,,10,4,,,4,,,,,,,,,,,,,,,,,
673,3,0,0,0,0,1,0,1,,,0,1,1,1,1,1,1,0,0,0,0,,0,,,2,0,1,1,1,2,,,,,,,,,,,2,,200,1,,30,4,,,2,,150,2,,15,2,,75,4,,,2,,80,4,,,4,,,3,,700,4,,,2,,25,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,1,,20,1,,25,4,,,,,,,,,,,,,,,,,
674,1,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,,0,,,2,0,0,0,1,5,1,,,98,,,,,,,97,1,,97,2,,4,,,97,4,,4,,,97,1,,97,4,,97,3,,97,3,,97,5,,4,,,4,,,97,1,,4,,,,,,,,,4,,,4,,,97,1,,4,,,97,7,,4,,,4,,,97,2,,,,,,,,,,,,,,,,
675,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,,1,1,school,2,0,0,0,2,2,,,,,,,,,,,2,,300,2,,30,4,,,2,,250,4,,,2,,200,2,,500,2,,200,2,,200,98,4,,3,,300,2,,50,2,,150,4,,,2,,100,2,,180,4,,,4,,,2,,35,2,,250,4,,,4,,,4,,,4,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,3,1,,,98,,,,,,,98,2,,4,,,4,,,98,98,,98,98,,98,98,,98,3,,98,3,,98,3,,98,7,,98,98,,98,98,,98,98,,4,,,,,,,,,98,10,,4,,,4,,,4,,,4,,,98,8,,4,,,98,99,,,,,,,,,,,,,,,,
679,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,,,,,,,,,1,3500,2,,450,2,,400,2,,100,3,,1000,2,,50,2,,70,2,,80,2,,180,2,,100,4,,,3,,100,4,,,2,,40,4,,,,,,,,,4,,,4,,,2,,180,3,,3000,4,,,2,,224,4,,,4,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,3,0,0,0,0,0,0,0,,,0,1,0,0,1,0,1,1,0,0,0,,1,1,DEATH OF A RELATIVE; HEALTH PROBLEMS AND LOST OF A JOB OF FAMILY MEMBERS; END OF SCHOOL FUNDINGS; DECREASED OF ART THERAPY SESSIONS,1,0,0,0,2,97,,,,,,,,,,,1,,100,1,,200,97,97,,2,,20,2,,40,2,,50,2,,150,2,,27,2,,50,4,,,3,,200,3,,65,2,,50,4,,,,,,,,,4,,,4,,,3,,120,3,,4000,4,,,2,,300,2,,100,4,,,2,GIFTS,150,1,LOTTERY,30,2,PERSONAL CARE SUPPLIES & SERVICES,100,,,,,,
683,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,1,,,,,,,,,1,1200,2,,50,2,,100,1,,50,2,,25,1,,9,2,,20,2,,70,2,,93,2,,212,4,,,4,,,4,,,2,,5,4,,,,,,,,,4,,,4,,,3,,900,4,,,1,,5,2,,102,2,,12,4,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,1,,,,,,,,,1,1200,2,,200,2,,50,4,,,2,,100,4,,,2,,50,2,,100,2,,100,4,,,4,,,4,,,4,,,4,,,4,,,4,,,1,,140,4,,,4,,,4,,,4,,,4,,,1,,20,1,,20,4,,,,,,,,,,,,,,,,,
689,3,0,0,0,1,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,,0,,,3,0,0,0,3,3,,,,,,,,,1,1300,2,,200,2,,20,2,,30,4,,,2,,35,3,,100,2,,80,2,,65,2,,180,4,,,4,,,4,,,2,,30,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,1,,20,2,TWO CATS,35,,,,,,,,,,,,
690,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,1,,,1,3000,,,,,,1,,100,1,,50,4,,,3,,800,4,,,2,,50,2,,250,2,,200,2,,120,2,,25,3,,300,3,,200,3,,100,4,,,,,,,,,4,,,4,,,3,,300,4,,,4,,,3,,100,3,,100,2,,150,2,PET CARE,150,,,,,,,,,,,,
691,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,,,,,,,,,1,2000,1,,50,1,,20,2,,10,3,,500,1,,10,2,,20,4,,,2,,90,2,,130,4,,,3,,200,4,,,2,,20,4,,,,,,,,,4,,,4,,,2,,10,4,,,4,,,2,,100,4,,,2,,20,,,,,,,,,,,,,,,
692,3,0,1,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,2,2,,1,,,,3,1,750,,,98,3,,4,,,4,,,4,,,4,,,98,4,,4,,,2,,102,2,,54,2,,75,98,98,,98,98,,98,98,,4,,,,,,,,,3,,250000,4,,,4,,,2,,180,4,,,2,,180,4,,,4,,,,,,,,,,,,,,,,,
693,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,son was born,2,0,1,1,2,3,,1,,,,98,1,1000,,,2,,300,1,,50,4,,,3,,600,2,,50,2,,200,4,,,2,,200,2,,250,4,,,3,,300,4,,,3,,450,4,,,2,,400,4,,,4,,,4,,,3,,450,4,,,4,,,2,,224,3,,100,4,,,,,,,,,,,,,,,,,
